IpAdress;Time;SourcePageId;ClickedLinkId;RequestedPageId;ClickedAttributeId;EntityIdClicked;ClickedOid;SessionId;SourcePageName;ClickedLinkName;ClickedEntityName;RequestedPageName;targetUnit;ClickedTypeOid;ClickedOidValue;LogLevel;host;javaclass;miuId;DisplayedPageId;trace;message;TimestampIngestion;oid;PageName;UnitId;DisplayedUnitName;DisplayedEntityId;DisplayedAttributeId;TableDB;DisplayedEntityName;DisplayedAttributeName;AttributeDatabaseColumn;DisplayedOid;tableNamewithDBvalue;DisplayedTypeOid;DisplayedOidValue
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;10;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;10;CATEGORY;CATEGORY;Graphic Design
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;21;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;21;BOOK;TITLE;"Creating a New Old House: Yesterday's Character for Today's Home "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;16;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;16;CATEGORY;CATEGORY;Mystery & Thrillers
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;1;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;1;BOOK;TITLE;Materials, Structures, and Standards : All the Details Architects Need to Know But Can Never Find
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;9;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;9;CATEGORY;CATEGORY;Art
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;20;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;20;BOOK;TITLE;"Where Women Create: Inspiring Work Spaces of Extraordinary Women "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;15;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;15;CATEGORY;CATEGORY;Literature & Fiction
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;26;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;26;BOOK;TITLE;"In the Pink: Dorothy Draper: Americas Most Fabulous Decorator "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;2;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;2;CATEGORY;CATEGORY;Business & Technology
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;8;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;8;CATEGORY;CATEGORY;"Architecture "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;19;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;19;BOOK;TITLE;"Outside the Not So Big House: Creating the Landscape of Home "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;1;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;1;CATEGORY;CATEGORY;Arts & Entertainment
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;7;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;7;CATEGORY;CATEGORY;Nonfiction
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;18;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;18;BOOK;TITLE;"An Affair with a House "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;18;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;18;BOOK;TITLE;"An Affair with a House "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;11;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;11;BOOK;TITLE;"Agile Web Development with Rails : A Pragmatic Guide "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;30;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;30;BOOK;TITLE;"The Adsense Code: What Google Never Told You About Making Money With Adsense "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;25;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;25;CATEGORY;CATEGORY;NULL
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;12;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;12;CATEGORY;CATEGORY;Computers & Internet
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;24;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;24;CATEGORY;CATEGORY;Politics
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;11;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;11;CATEGORY;CATEGORY;Business & Investing
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;22;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;22;BOOK;TITLE;"Collage Unleashed "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;17;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;17;CATEGORY;CATEGORY;Romance
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;4;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;4;CATEGORY;CATEGORY;Fiction
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;15;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;15;BOOK;TITLE;"Angels Fall "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;"Architecture ";DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;2;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;2;BOOK;TITLE;"Architectural Graphic Standards for Residential Construction "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;23;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;23;CATEGORY;CATEGORY;History
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;10;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;10;CATEGORY;CATEGORY;Graphic Design
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;21;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;21;BOOK;TITLE;"Creating a New Old House: Yesterday's Character for Today's Home "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;16;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;16;CATEGORY;CATEGORY;Mystery & Thrillers
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;1;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;1;BOOK;TITLE;Materials, Structures, and Standards : All the Details Architects Need to Know But Can Never Find
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;9;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;9;CATEGORY;CATEGORY;Art
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;20;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;20;BOOK;TITLE;"Where Women Create: Inspiring Work Spaces of Extraordinary Women "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;15;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;15;CATEGORY;CATEGORY;Literature & Fiction
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;26;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;26;BOOK;TITLE;"In the Pink: Dorothy Draper: Americas Most Fabulous Decorator "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;2;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;2;CATEGORY;CATEGORY;Business & Technology
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;8;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;8;CATEGORY;CATEGORY;"Architecture "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;19;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;19;BOOK;TITLE;"Outside the Not So Big House: Creating the Landscape of Home "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;1;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;1;CATEGORY;CATEGORY;Arts & Entertainment
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172844;7;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;7;CATEGORY;CATEGORY;Nonfiction
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172848;18;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;18;BOOK;TITLE;"An Affair with a House "
127.0.0.1;2016-12-14 11:20:45.0;page14;ln58;page14;att62;ent6;8;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[18, 2, 21, 1, 19, 20]}";1489232172844;18;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;18;BOOK;TITLE;"An Affair with a House "
